BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
"Brokered by Modern Spaces, LLC",Condo for sale,898000,1,2,1340,215 Cornelia St Unit 1A,"Brooklyn, NY 11221","215 Cornelia St Unit 1ABrooklyn, NY 11221",New York,Kings County,Brooklyn,Bushwick,215,"215 Cornelia St #1a, Brooklyn, NY 11221, USA",40.6928399,-73.9131908
Brokered by COMPASS,Co-op for sale,189990,1,1,2184.207862,151-31 88th St Unit 2F,"Howard Beach, NY 11414","151-31 88th St Unit 2FHoward Beach, NY 11414",New York,Queens County,Queens,Jamaica,151-31,"151-31 88th St #2f, Jamaica, NY 11414, USA",40.6668092,-73.8471901
Brokered by Rock Realty Inc,Multi-family home for sale,2150000,6,2,2184.207862,12-11 Jackson Ave,"Long Island City, NY 11101","12-11 Jackson AveLong Island City, NY 11101",United States,New York,Queens County,Queens,Jackson Avenue,"12-11 Jackson Ave, Long Island City, NY 11101, USA",40.7438369,-73.9505652
Brokered by COMPASS,Co-op for sale,550000,3,1,2184.207862,24 5th Ave Apt 510,"Manhattan, NY 10011","24 5th Ave Apt 510Manhattan, NY 10011",New York,New York County,New York,Manhattan,24,"24 5th Ave Apt 510, New York, NY 10011, USA",40.7330596,-73.9959886
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,2100000,3,3,1968,285 Riverside Dr Apt 11G,"New York, NY 10025","285 Riverside Dr Apt 11GNew York, NY 10025",New York,New York County,New York,Manhattan,285,"285 Riverside Dr #11g, New York, NY 10025, USA",40.7989206,-73.9723967
Brokered by Douglas Elliman - Syosset,Pending,1088888,3,4,2550,163-36 98th St,"Howard Beach, NY 11414","163-36 98th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,98th Street,"163-36 98th St, Howard Beach, NY 11414, USA",40.6520565,-73.8335563
Brokered by Real Estate Authorities Inc,House for sale,499000,5,2,1236,3636 Barnes Ave,"Bronx, NY 10467","3636 Barnes AveBronx, NY 10467",United States,New York,Bronx County,The Bronx,Barnes Avenue,"3636 Barnes Ave, Bronx, NY 10467, USA",40.879318,-73.8613522
Brokered by Corcoran West Side Gallery,Co-op for sale,1795000,4,3,2184.207862,622 W 114th St Apt 53,"New York, NY 10025","622 W 114th St Apt 53New York, NY 10025",New York,New York County,New York,Manhattan,622,"622 W 114th St #53, New York, NY 10025, USA",40.80699,-73.966129
Brokered by Broadway Realty,Condo for sale,2300000,2,2,1163,515 E 72nd St Apt 29D,"New York, NY 10021","515 E 72nd St Apt 29DNew York, NY 10021",New York,New York County,New York,Manhattan,515,"515 E 72nd St #29d, New York, NY 10021, USA",40.7666839,-73.9527719
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Pending,749000,3,3,1368,90-47 176th St,"Jamaica, NY 11432","90-47 176th StJamaica, NY 11432",United States,New York,Queens County,Queens,176th Street,"9047 176th St, Jamaica, NY 11432, USA",40.7088867,-73.7844919
Brokered by Island Advantage Realty Llc,Condo for sale,594900,2,1,729,306 Lincoln Rd Apt 2L,"Brooklyn, NY 11225","306 Lincoln Rd Apt 2LBrooklyn, NY 11225",New York,Kings County,Brooklyn,Prospect Lefferts Gardens,306,"306 Lincoln Rd #2l, Brooklyn, NY 11225, USA",40.6612226,-73.9525371
Brokered by COMPASS,Townhouse for sale,1399000,4,2,1700,1746 Bergen St,"Brooklyn, NY 11233","1746 Bergen StBrooklyn, NY 11233",United States,New York,Kings County,Brooklyn,Bergen Street,"1746 Bergen St, Brooklyn, NY 11233, USA",40.6745279,-73.9243055
Brokered by CENTURY 21 Homefront,Condo for sale,639000,2,2,800,144-49 Barclay Ave Unit 7B,"Queens, NY 11355","144-49 Barclay Ave Unit 7BQueens, NY 11355",New York,Queens County,Queens,Flushing,14449,"14449 Barclay Ave APT 7A, Flushing, NY 11355, USA",40.7603904,-73.8194905
Brokered by Brick & Mortar Llc,Multi-family home for sale,1995000,9,3,3600,673 Knickerbocker Ave Unit Bldg,"Brooklyn, NY 11221","673 Knickerbocker Ave Unit BldgBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Knickerbocker Avenue,"673 Knickerbocker Ave, Brooklyn, NY 11221, USA",40.6950726,-73.9113766
Brokered by Classic Service Realty Inc,Multi-family home for sale,1250000,5,2,2376,2337 Foster Ave,"Ditmas Park, NY 11226","2337 Foster AveDitmas Park, NY 11226",United States,New York,Kings County,Brooklyn,Foster Avenue,"2337 Foster Ave, Brooklyn, NY 11210, USA",40.6383413,-73.9547608
Brokered by Ivey North,Contingent,275000,3,1,363,88 Brooklyn Ave Apt A6,"Brooklyn, NY 11216","88 Brooklyn Ave Apt A6Brooklyn, NY 11216",New York,Kings County,Brooklyn,Crown Heights,88,"88 Brooklyn Ave Apt A6, Brooklyn, NY 11216, USA",40.6770084,-73.9444319
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3495000,3,3,2184.207862,129 E 69th St Apt 7B,"New York, NY 10021","129 E 69th St Apt 7BNew York, NY 10021",New York,New York County,New York,Manhattan,129,"129 E 69th St #7b, New York, NY 10021, USA",40.7687653,-73.9638365
Brokered by Modern Spaces Love Your Place,Pending,325000,2,1,2184.207862,36 Hamilton Ave Apt 6K,"Staten Island, NY 10301","36 Hamilton Ave Apt 6KStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,36,"36 Hamilton Ave #6b, Staten Island, NY 10301, USA",40.6449121,-74.0787385
Brokered by Elegran Real Estate And Development,Co-op for sale,500000,3,2,2184.207862,142 Joralemon St Ste 14D,"Brooklyn, NY 11201","142 Joralemon St Ste 14DBrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,142,"142 Joralemon St #14b, Brooklyn, NY 11201, USA",40.6927721,-73.9936086
Brokered by Century 21 Bay Benjamin,Condo for sale,349000,3,1,500,2 Bay Club Dr Apt 15Z4,"Bayside, NY 11360","2 Bay Club Dr Apt 15Z4Bayside, NY 11360",New York,Queens County,Queens,Bayside,2,"2 Bay Club Dr Apartment 15z4, Bayside, NY 11360, USA",40.778411,-73.781048
Brokered by Douglas Elliman - 575 Madison Ave,Multi-family home for sale,3195000,4,4,3612,26 4th Pl,"Brooklyn, NY 11231","26 4th PlBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,4th Place,"26 4th Pl, Brooklyn, NY 11231, USA",40.6784683,-74.0011264
"Brokered by Nest Seekers International, Midtown",Townhouse for sale,24950000,7,5,12000,6 E 69th St,"New York, NY 10021","6 E 69th StNew York, NY 10021",United States,New York,New York County,New York,East 69th Street,"6 E 69th St, New York, NY 10065, USA",40.7700688,-73.9679334
Brokered by Listed New York Elite Inc,House for sale,709999,4,2,2184.207862,116-40 148th St,"Jamaica, NY 11436","116-40 148th StJamaica, NY 11436",United States,New York,Queens County,Queens,148th Street,"116-40 148th St, Jamaica, NY 11436, USA",40.6811881,-73.793438
Brokered by JM Properties,House for sale,774900,3,2,1335,226 Fingerboard Rd,"Staten Island, NY 10305","226 Fingerboard RdStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Fingerboard Road,"226 Fingerboard Rd, Staten Island, NY 10305, USA",40.6058796,-74.0681791
Brokered by Hometime Estates LLC,Multi-family home for sale,988000,3,2,3061,251 Kelly Blvd,"Staten Island, NY 10314","251 Kelly BlvdStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Kelly Boulevard,"251 Kelly Blvd, Staten Island, NY 10314, USA",40.5838227,-74.1568196
Brokered by NY Empire Real Estate,Co-op for sale,275000,1,1,2184.207862,98-20 62 Dr Unit 15F,"Rego Park, NY 11374","98-20 62 Dr Unit 15FRego Park, NY 11374",New York,Queens County,Queens,Rego Park,9820,"9820 62nd Dr Apt 15h, Rego Park, NY 11374, USA",40.7334099,-73.85851
Brokered by Winzone Realty Inc,Co-op for sale,219000,1,1,2184.207862,68-05 138 St Unit 3B,"Kew Gardens Hills, NY 11367","68-05 138 St Unit 3BKew Gardens Hills, NY 11367",New York,Queens County,Queens,Flushing,68-5,"68-5 138th St #3b, Flushing, NY 11367, USA",40.7315119,-73.8286528
Brokered by Brown Harris Stevens,Co-op for sale,439000,1,1,2184.207862,212 E 84th St Apt 2C,"Manhattan, NY 10028","212 E 84th St Apt 2CManhattan, NY 10028",New York,New York County,New York,Manhattan,212,"212 E 84th St #2c, New York, NY 10028, USA",40.7770851,-73.9541834
Brokered by COMPASS,Co-op for sale,425000,3,1,2184.207862,24 5th Ave Apt 1512,"Manhattan, NY 10011","24 5th Ave Apt 1512Manhattan, NY 10011",New York,New York County,New York,Manhattan,24,"24 5th Ave Apt 1512, New York, NY 10011, USA",40.7330596,-73.9959886
Brokered by Coldwell Banker American Homes,Multi-family home for sale,599999,4,2,2184.207862,829 Pine St,"Brooklyn, NY 11208","829 Pine StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Pine Street,"829 Pine St, Brooklyn, NY 11208, USA",40.6647996,-73.868117
Brokered by RE MAX Edge,Multi-family home for sale,1139000,3,3,2520,2120 E 26th St,"Brooklyn, NY 11229","2120 E 26th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 26th Street,"2120 E 26th St, Brooklyn, NY 11229, USA",40.5994335,-73.9458671
Brokered by BHHS Fillmore R.E.,House for sale,680000,3,2,1296,605 E 57th St,"Brooklyn, NY 11234","605 E 57th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 57th Street,"605 E 57th St, Brooklyn, NY 11234, USA",40.6381159,-73.9218484
Brokered by Nexthome All Island,Multi-family home for sale,2300000,11,6,2184.207862,11549 Inwood St,"Jamaica, NY 11436","11549 Inwood StJamaica, NY 11436",United States,New York,Queens County,Queens,Inwood Street,"115- 49 Inwood St, Jamaica, NY 11436, USA",40.6818734,-73.7962038
Brokered by Gateway Arms Realty Corp.,Condo for sale,560000,2,2,1008,155 Bay St Apt 4F,"Staten Island, NY 10301","155 Bay St Apt 4FStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,155,"155 Bay St #4f, Staten Island, NY 10301, USA",40.638148,-74.0756332
Brokered by The Greene Realty Group,Multi-family home for sale,1600000,9,3,3000,53 E 126th St,"New York, NY 10035","53 E 126th StNew York, NY 10035",United States,New York,New York County,New York,East 126th Street,"53 E 126th St, New York, NY 10035, USA",40.8062235,-73.9392312
Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,699900,3,1,558,80 Park Avenue Ave Unit 10B,"Manhattan, NY 10016","80 Park Avenue Ave Unit 10BManhattan, NY 10016",New York,New York County,New York,Manhattan,80,"80 Park Ave #10b, New York, NY 10016, USA",40.7502793,-73.9795235
Brokered by ALTA Real Estate,Condo for sale,1650000,3,2,1493,150 W 51st St Apt 2116,"New York, NY 10019","150 W 51st St Apt 2116New York, NY 10019",New York,New York County,New York,Manhattan,150,"150 W 51st St APT 2116, New York, NY 10019, USA",40.7612516,-73.9826113
Brokered by Corcoran SoHo,Co-op for sale,679000,1,1,2184.207862,319 E 50th St Apt 9E,"New York, NY 10022","319 E 50th St Apt 9ENew York, NY 10022",New York,New York County,New York,Manhattan,319,"319 E 50th St #9e, New York, NY 10022, USA",40.7546656,-73.9675207
Brokered by COMPASS,Condo for sale,1249000,2,2,2158,271 McDonald Ave Apt 1A,"Brooklyn, NY 11218","271 McDonald Ave Apt 1ABrooklyn, NY 11218",New York,Kings County,Brooklyn,Windsor Terrace,271,"271 McDonald Ave #1a, Brooklyn, NY 11218, USA",40.648091,-73.98013
Brokered by Corcoran Park Avenue South,Co-op for sale,438000,1,1,2184.207862,162 E 2nd St Apt 1A,"New York, NY 10009","162 E 2nd St Apt 1ANew York, NY 10009",New York,New York County,New York,Manhattan,162,"162 E 2nd St #1a, New York, NY 10009, USA",40.7228235,-73.98509
Brokered by City Realty Group,Co-op for sale,449000,2,1,2184.207862,99-72 66 Rd Unit 7C,"Rego Park, NY 11374","99-72 66 Rd Unit 7CRego Park, NY 11374",New York,Queens County,Queens,Rego Park,99-72,"99-72 66th Rd #7c, Rego Park, NY 11374, USA",40.7282347,-73.8522092
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,699000,1,1,2184.207862,205 E 10th St Apt 4D,"New York, NY 10003","205 E 10th St Apt 4DNew York, NY 10003",New York,New York County,New York,Manhattan,205,"205 E 10th St #4d, New York, NY 10003, USA",40.729738,-73.9861097
Brokered by Oxford Property Group,Land for sale,1400000,3,2.3738608579684373,2184.207862,501 E 136th St,"Bronx, NY 10454","501 E 136th StBronx, NY 10454",United States,New York,Bronx County,The Bronx,East 136th Street,"501 E 136th St, Bronx, NY 10454, USA",40.8065368,-73.9202661
Brokered by Listed New York Elite Inc,House for sale,709999,4,2,2184.207862,116-40 148th St,"Jamaica, NY 11436","116-40 148th StJamaica, NY 11436",United States,New York,Queens County,Queens,148th Street,"116-40 148th St, Jamaica, NY 11436, USA",40.6811881,-73.793438
Brokered by Brown Harris Stevens - 445 Park Avenue,Condo for sale,699900,3,1,558,80 Park Avenue Ave Unit 10B,"Manhattan, NY 10016","80 Park Avenue Ave Unit 10BManhattan, NY 10016",New York,New York County,New York,Manhattan,80,"80 Park Ave #10b, New York, NY 10016, USA",40.7502793,-73.9795235
"Brokered by Nest Seekers International, Midtown",Townhouse for sale,24950000,7,5,12000,6 E 69th St,"New York, NY 10021","6 E 69th StNew York, NY 10021",United States,New York,New York County,New York,East 69th Street,"6 E 69th St, New York, NY 10065, USA",40.7700688,-73.9679334
Brokered by RE MAX Edge,Multi-family home for sale,1139000,3,3,2520,2120 E 26th St,"Brooklyn, NY 11229","2120 E 26th StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,East 26th Street,"2120 E 26th St, Brooklyn, NY 11229, USA",40.5994335,-73.9458671
Brokered by Corcoran Park Avenue South,Co-op for sale,438000,1,1,2184.207862,162 E 2nd St Apt 1A,"New York, NY 10009","162 E 2nd St Apt 1ANew York, NY 10009",New York,New York County,New York,Manhattan,162,"162 E 2nd St #1a, New York, NY 10009, USA",40.7228235,-73.98509
Brokered by Link Ny Realty,Co-op for sale,600000,3,2,1000,100 W 121st St Apt 64,"New York, NY 10027","100 W 121st St Apt 64New York, NY 10027",New York,New York County,New York,Manhattan,100,"100 W 121st St #64, New York, NY 10027, USA",40.8052883,-73.9478167
Brokered by Voro Llc,House for sale,686000,3,2,2184.207862,116-34 146th St,"Jamaica, NY 11436","116-34 146th StJamaica, NY 11436",United States,New York,Queens County,Queens,146th Street,"116-34 146th St, Jamaica, NY 11436, USA",40.6808451,-73.7952952
Brokered by BHHS New York Properties,Condo for sale,2255000,2,2,1450,540 W 49th St Ph 8N,"New York, NY 10019","540 W 49th St Ph 8NNew York, NY 10019",New York,New York County,New York,Manhattan,540,"540 W 49th St Ph 8n, New York, NY 10019, USA",40.764655,-73.994257
Brokered by COMPASS,Pending,2500000,5,4,4400,210 Jefferson Ave,"Brooklyn, NY 11216","210 Jefferson AveBrooklyn, NY 11216",United States,New York,Kings County,Brooklyn,Jefferson Avenue,"210 Jefferson Ave, Brooklyn, NY 11216, USA",40.6832052,-73.9491758
Brokered by Keller Williams Rlty Landmark,Pending,1848888,6,4,3234,85-26 Edgerton Blvd,"Jamaica, NY 11432","85-26 Edgerton BlvdJamaica, NY 11432",United States,New York,Queens County,Queens,Edgerton Boulevard,"85-26 Edgerton Blvd, Jamaica, NY 11432, USA",40.7160582,-73.7872685
Brokered by Re/Max In The City,Co-op for sale,259900,2,1,850,601 Kappock St Apt 2E,"Bronx, NY 10463","601 Kappock St Apt 2EBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,601,"601 Kappock St #2e, Bronx, NY 10463, USA",40.8789773,-73.916004
Brokered by RE MAX Edge,Co-op for sale,399000,1,1,750,9707 4th Ave Apt 5R,"Brooklyn, NY 11209","9707 4th Ave Apt 5RBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9707,"9707 4th Ave #5r, Brooklyn, NY 11209, USA",40.614285,-74.0315729
Brokered by TALK OF THE TOWN REALTY C,Multi-family home for sale,1479000,7,2.3738608579684373,4200,1272 E 70th St,"Brooklyn, NY 11234","1272 E 70th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 70th Street,"1272 E 70th St, Brooklyn, NY 11234, USA",40.6244327,-73.913742
Brokered by Fillmore Real Estate,Pending,559900,5,2,1886,7315 Avenue U,"Brooklyn, NY 11234","7315 Avenue UBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,Avenue U,"7315 Avenue U, Brooklyn, NY 11234, USA",40.6211924,-73.905796
Brokered by Prospect We Realty Inc.,House for sale,599000,3,2,1196,80 Park Hill Cir,"Staten Island, NY 10304","80 Park Hill CirStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Park Hill Circle,"80 Park Hill Cir, Staten Island, NY 10304, USA",40.6175888,-74.0775836
Brokered by Tiffany Moves You Inc,Multi-family home for sale,2480000,7,6,2740,57-34 159th St,"Fresh Meadows, NY 11365","57-34 159th StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,159th Street,"57-34 159th St, Flushing, NY 11365, USA",40.7411879,-73.8094885
Brokered by Douglas Elliman - 237 Smith St,Multi-family home for sale,5995000,8,6,6500,176 Washington Park,"Brooklyn, NY 11205","176 Washington ParkBrooklyn, NY 11205",United States,New York,Kings County,Brooklyn,Washington Park,"176 Washington Park, Brooklyn, NY 11205, USA",40.691847,-73.9732656
Brokered by Corcoran East Side,Condo for sale,4750000,3,2,2060,40 E 62nd St Apt 5W,"New York, NY 10065","40 E 62nd St Apt 5WNew York, NY 10065",New York,New York County,New York,Manhattan,40,"40 E 62nd St #5b, New York, NY 10065, USA",40.7649484,-73.9694663
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,778000,4,3,1300,131 Darnell Ln,"Staten Island, NY 10309","131 Darnell LnStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Darnell Lane,"131 Darnell Ln, Staten Island, NY 10309, USA",40.5358271,-74.2226504
Brokered by BESMATCH REAL ESTATE,Multi-family home for sale,1125000,6,3,3354,1046 Morris Ave,"Bronx, NY 10456","1046 Morris AveBronx, NY 10456",United States,New York,Bronx County,The Bronx,Morris Avenue,"1046 Morris Ave, Bronx, NY 10456, USA",40.8296324,-73.9159236
Brokered by Jamie & Connie Real Estate Grp,Condo for sale,550000,1,1,721,42-31 Colden St Unit F6D,"Flushing, NY 11355","42-31 Colden St Unit F6DFlushing, NY 11355",New York,Queens County,Queens,Flushing,42-31,"42-31 Colden St f6, Flushing, NY 11355, USA",40.7539009,-73.8261514
Brokered by COMPASS,Townhouse for sale,1775000,4,4,2078,142 A 31st St,"Brooklyn, NY 11232","142 A 31st StBrooklyn, NY 11232",United States,New York,Kings County,Brooklyn,East 31st Street,"142 E 31st St, Brooklyn, NY 11226, USA",40.6473249,-73.9484704
Brokered by RE MAX Edge,Condo for sale,888000,2,2,1146,1238 63rd St Apt D324,"Brooklyn, NY 11219","1238 63rd St Apt D324Brooklyn, NY 11219",New York,Kings County,Brooklyn,Dyker Heights,1238,"1238 63rd St #324, Brooklyn, NY 11219, USA",40.6275896,-74.0016198
Brokered by Henry Watts Real Estate Corporation,Condo for sale,375000,3,1,2184.207862,454 Nostrand Ave Unit B,"Brooklyn, NY 11216","454 Nostrand Ave Unit BBrooklyn, NY 11216",United States,New York,Kings County,Brooklyn,Nostrand Avenue,"454 Nostrand Ave., Brooklyn, NY 11216, USA",40.6834585,-73.9504707
Brokered by RE/MAX Team,House for sale,15000000,3,2,2184.207862,89-02 171st St,"Jamaica, NY 11432","89-02 171st StJamaica, NY 11432",United States,New York,Queens County,Queens,171st Street,"89-02 171st St, Jamaica, NY 11432, USA",40.70971,-73.790302
Brokered by Weichert Realtors Evolution Group,House for sale,849000,3,2,2256,3891 Amboy Rd,"Staten Island, NY 10308","3891 Amboy RdStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Amboy Road,"3891 Amboy Rd, Staten Island, NY 10308, USA",40.5518357,-74.1483332
